food_name_clean,Descriptionen,Foodgroupen,NOVA_step1,Match_reason,NOVA_step2,TFIDF_score,TFIDF_match_name,Match_source,SBERT_score,SBERT_match_name,NOVA_step4,NOVA_final
semi skimmed milk,Semi skimmed milk,Semi-skimmed milks: includes longlife semi-skimmed,,,,0.8440107678550299,,SBERT,0.85781527,milk semi skimmed uht,3,3
meat pizza eg hawaiian pepperoni meat feast,"Meat pizza (e.g. Hawaiian, pepperoni, meat feast)",Pizza,,,,0.46597934286817544,,SBERT,0.75865257,pizza with meat other than pepperoni regular crust,4,4
water from tap including hot water filtered water,"Water (from tap, including hot water, filtered water)",Water,1.0,water,,,,Keyword,,,,1.0
tuc crackers,Tuc crackers,"Savoury biscuits and baked goods eg crackers, oatcakes, water biscuits, cheddars, cheese/savoury scones",4.0,snack item,,,,Keyword,,,,4.0
cucumber,Cucumber,"Other vegetables (excluding potato): carrots, green beans, pulses, cabbage, tomato base sauce, mushrooms, sweetcorn, stir fried vegetables, green salad",,,,0.8439401505448992,,SBERT,0.8401057,cucumber raw,1,1
chocolate hoops cereal,Chocolate hoops cereal,"Sugar coated breakfast cereals: sugar puffs, frosties",,,,0.6635111523924302,,SBERT,0.7616351,milk chocolate candy with cereal,4,4
water from tap including hot water filtered water,"Water (from tap, including hot water, filtered water)",Water,1.0,water,,,,Keyword,,,,1.0
diet cocacola eg coke zero pepsi max,"Diet Coca-Cola, e.g. Coke Zero, Pepsi Max",Diet carbonated drinks (includes low calorie drinks),,,,0.5138252745134343,,SBERT,0.6786065,diet coke plus vitamins,4,4
ice lolly juicebased eg fruit pastilles,"Ice lolly, juice-based (e.g. Fruit Pastilles)","Ice cream, ice cream desserts and lollies",,,,0.5393326790138797,,SBERT,0.73073024,ice fruit,4,4
sausage roll,Sausage roll,Pies and pastries,,,4,0.8680102107134795,vegetable sausage roll,TF-IDF,,,,4
water from tap including hot water filtered water,"Water (from tap, including hot water, filtered water)",Water,1.0,water,,,,Keyword,,,,1.0
tomato fresh,"Tomato, fresh","Other vegetables (excluding potato): carrots, green beans, pulses, cabbage, tomato base sauce, mushrooms, sweetcorn, stir fried vegetables, green salad",,,,0.5922885782104951,,SBERT,0.748809,tomatoes from fresh stewed,1,1
semi skimmed milk,Semi skimmed milk,Semi-skimmed milks: includes longlife semi-skimmed,,,,0.8440107678550299,,SBERT,0.85781527,milk semi skimmed uht,3,3
banana,Banana,Fresh fruit,,,4,0.894064151916772,banana cooked,TF-IDF,,,,4
green pepper raw,"Green pepper, raw","Other vegetables (excluding potato): carrots, green beans, pulses, cabbage, tomato base sauce, mushrooms, sweetcorn, stir fried vegetables, green salad",1.0,raw,,,,Keyword,,,,1.0
water from tap including hot water filtered water,"Water (from tap, including hot water, filtered water)",Water,1.0,water,,,,Keyword,,,,1.0
apple skin eaten,"Apple, skin eaten",Fresh fruit,,,,0.5317520969272483,,SBERT,0.8465773,apples eating raw flesh skin only,4,4
apple skin eaten,"Apple, skin eaten",Fresh fruit,,,,0.5317520969272483,,SBERT,0.8465773,apples eating raw flesh skin only,4,4
water from tap including hot water filtered water,"Water (from tap, including hot water, filtered water)",Water,1.0,water,,,,Keyword,,,,1.0
water from tap including hot water filtered water,"Water (from tap, including hot water, filtered water)",Water,1.0,water,,,,Keyword,,,,1.0
wrap/tortilla white,"Wrap/tortilla, white","Other breads <8g/100g fat: bagel, chapatis (made without fat), milk bread, grilled papadums, pitta, rye bread, soda, flour tortillas, crumpets",,,,0.6206111549079604,,SBERT,0.6851053,wholemeal wheat tortilla wraps,4,4
chocolate hoops cereal,Chocolate hoops cereal,"Sugar coated breakfast cereals: sugar puffs, frosties",,,,0.6635111523924302,,SBERT,0.7616351,milk chocolate candy with cereal,4,4
raspberries,Raspberries,Fresh fruit,,,,0.8474947318762439,,SBERT,0.81220496,dried raspberries,4,4
strawberries,Strawberries,Fresh fruit,1.0,raw,,,,Keyword,,,,1.0
cucumber,Cucumber,"Other vegetables (excluding potato): carrots, green beans, pulses, cabbage, tomato base sauce, mushrooms, sweetcorn, stir fried vegetables, green salad",,,,0.8439401505448992,,SBERT,0.8401057,cucumber raw,1,1
kinder chocolate bar,Kinder chocolate bar,"Chocolate: includes all plain, milk & white chocolate bars & coated bars e.g. caramels & wafers and full coated chocolate biscuits",,,,0.5174303446724522,,SBERT,0.76939166,milk chocolate bar,4,4
water from tap including hot water filtered water,"Water (from tap, including hot water, filtered water)",Water,1.0,water,,,,Keyword,,,,1.0
cucumber,Cucumber,"Other vegetables (excluding potato): carrots, green beans, pulses, cabbage, tomato base sauce, mushrooms, sweetcorn, stir fried vegetables, green salad",,,,0.8439401505448992,,SBERT,0.8401057,cucumber raw,1,1
tomato fresh,"Tomato, fresh","Other vegetables (excluding potato): carrots, green beans, pulses, cabbage, tomato base sauce, mushrooms, sweetcorn, stir fried vegetables, green salad",,,,0.5922885782104951,,SBERT,0.748809,tomatoes from fresh stewed,1,1
semi skimmed milk,Semi skimmed milk,Semi-skimmed milks: includes longlife semi-skimmed,,,,0.8440107678550299,,SBERT,0.85781527,milk semi skimmed uht,3,3
hot dog/frankfurter with sauce in a bun,Hot dog/frankfurter with sauce in a bun,Sausages,,,,0.7888228740310611,,SBERT,0.8578292,frankfurter or hot dog with catsup and or mustard on bun,4,4
water from tap including hot water filtered water,"Water (from tap, including hot water, filtered water)",Water,1.0,water,,,,Keyword,,,,1.0
chorizo,Chorizo,Sausages,,,4,1.0,chorizo,TF-IDF,,,,4
melon watermelon,"Melon, watermelon",Fresh fruit,,,,0.6527277379003109,,SBERT,0.8227087,watermelon juice,1,1
apple skin eaten,"Apple, skin eaten",Fresh fruit,,,,0.5317520969272483,,SBERT,0.8465773,apples eating raw flesh skin only,4,4
water from tap including hot water filtered water,"Water (from tap, including hot water, filtered water)",Water,1.0,water,,,,Keyword,,,,1.0
chips french fries/fine cut fried from frozen,"Chips, french fries/fine cut, fried (from frozen)",Fried chips,,,,0.666691611678,,SBERT,0.8263848,white potato french fries from frozen deep fried,4,4
whole milk,Whole milk,"Whole milks: includes longlife whole, dried whole & any soya or goats milk",1.0,plain dairy,,,,Keyword,,,,1.0
tandoori chicken,Tandoori chicken,Chicken/Turkey dishes,,,,0.7043326683469274,,SBERT,0.69181347,tandoori chicken meat only no bone,4,4
childrens' chewable vitamins with vitamin a 200ug c 40mg d 75ug e 6mg pastel,"Childrens' chewable vitamins with vitamin A (200ug), C (40mg), D (7.5ug), E (6mg), pastel",Misc,,,,0.6507572659192971,,SBERT,0.8862506,childrens chewable vitamins a c d e,NC,NC
roast/grilled chicken breast skin not eaten,Roast/grilled chicken breast (skin not eaten),Chicken/Turkey dishes,,,,0.7311200526771124,,SBERT,0.88155675,chicken breast roasted broiled or baked skin not eaten,2,2
whole milk,Whole milk,"Whole milks: includes longlife whole, dried whole & any soya or goats milk",1.0,plain dairy,,,,Keyword,,,,1.0
welsh cake,Welsh cake,"Cakes: sweet buns, sweet pastries, fruit scones and custard tart (sweet but not savoury based items)",,,,0.6788764284078629,,SBERT,0.93632436,welsh cakes,3,3
chicken biryani,Chicken biryani,Meat based rice dishes,,,,0.8191602092182317,,SBERT,0.79865694,beef biryani,3,3
water from tap including hot water filtered water,"Water (from tap, including hot water, filtered water)",Water,1.0,water,,,,Keyword,,,,1.0
apple skin eaten,"Apple, skin eaten",Fresh fruit,,,,0.5317520969272483,,SBERT,0.8465773,apples eating raw flesh skin only,4,4
orange squash no added sugar diluted,"Orange squash, no added sugar, diluted",Cordials & squashes: reduced sugar or low calorie squashes,4.0,sweetened drink,,,,Keyword,,,,4.0
chocolate chip cookie,Chocolate chip cookie,Sweet biscuits: excludes full coated biscuits,,,4,1.0000000000000002,cookie chocolate chip,TF-IDF,,,,4
childrens' chewable vitamins with vitamin a 200ug c 40mg d 75ug e 6mg pastel,"Childrens' chewable vitamins with vitamin A (200ug), C (40mg), D (7.5ug), E (6mg), pastel",Misc,,,,0.6507572659192971,,SBERT,0.8862506,childrens chewable vitamins a c d e,NC,NC
potato crisps eg walkers,Potato crisps (e.g. Walkers),Potato based crisps – full fat,,,,0.7985538892406345,,SBERT,0.7873174,potato crisps high oleic sunflower oil eg walkers,4,4
whole milk,Whole milk,"Whole milks: includes longlife whole, dried whole & any soya or goats milk",1.0,plain dairy,,,,Keyword,,,,1.0
whole milk,Whole milk,"Whole milks: includes longlife whole, dried whole & any soya or goats milk",1.0,plain dairy,,,,Keyword,,,,1.0
water from tap including hot water filtered water,"Water (from tap, including hot water, filtered water)",Water,1.0,water,,,,Keyword,,,,1.0
chicken breast fried,"Chicken breast, fried",Chicken/Turkey dishes,,,,0.719906199107951,,SBERT,0.7649862,chicken liver fried,1,1
brown rice,Brown rice,Rice,,,,0.8242321450475307,,SBERT,0.8524103,rice brown with beans,1,1
toast white bread,"Toast, white bread",White bread/rolls,,,,0.6543627705315798,,SBERT,0.9340069,bread white toasted,4,4
rice with minced mutton khasir kima et biryani,Rice with minced mutton (Khasir kima et biryani),White bread/rolls,,,,0.5623461045695318,,SBERT,0.624773,vegetable biryani pilau with rice,3,3
water from tap including hot water filtered water,"Water (from tap, including hot water, filtered water)",Water,1.0,water,,,,Keyword,,,,1.0
water from tap including hot water filtered water,"Water (from tap, including hot water, filtered water)",Water,1.0,water,,,,Keyword,,,,1.0
cheese strings/strips eg dairylea,Cheese strings/strips (e.g. Dairylea),Processed cheese,,,,0.5512407643622018,,SBERT,0.6750411,dairylea strip cheese fortified with calcium,4,4
soft spread/margarine value basics saver range,"Soft spread/margarine, value, basics, saver range",Low fat spreads: includes very low fat spreads,4.0,processed fat,,,,Keyword,,,,4.0
vegetable pakora/bhajia,Vegetable pakora/bhajia,"Cereal based savouries with vegetable or meat additions: bhajis, samosas, pakora, prawn toasts, spring rolls, meat filled spring roll",,,,0.7476495521043725,,SBERT,0.74767375,cauliflower bhaji pakora,4,4
orange,Orange,Fresh fruit,,,,0.8068019338671553,,SBERT,0.7427379,orange raw,1,1
rice with minced mutton khasir kima et biryani,Rice with minced mutton (Khasir kima et biryani),White bread/rolls,,,,0.5623461045695318,,SBERT,0.624773,vegetable biryani pilau with rice,3,3
water from tap including hot water filtered water,"Water (from tap, including hot water, filtered water)",Water,1.0,water,,,,Keyword,,,,1.0
whole milk,Whole milk,"Whole milks: includes longlife whole, dried whole & any soya or goats milk",1.0,plain dairy,,,,Keyword,,,,1.0
water from tap including hot water filtered water,"Water (from tap, including hot water, filtered water)",Water,1.0,water,,,,Keyword,,,,1.0
chocolate and nut spread eg nutella,Chocolate and nut spread (e.g Nutella),"Preserves and syrups: glace cherries, honey, jam, marmalade, lemon curd, marzipan, mincemeat, chocolate spread, ice cream topping",4.0,branded sweet spread,,,,Keyword,,,,4.0
cheese strings/strips eg dairylea,Cheese strings/strips (e.g. Dairylea),Processed cheese,,,,0.5512407643622018,,SBERT,0.6750411,dairylea strip cheese fortified with calcium,4,4
brioche roll with chocolate chips,Brioche roll with chocolate chips,"Cakes: sweet buns, sweet pastries, fruit scones and custard tart (sweet but not savoury based items)",,,,0.7011430112538258,,SBERT,0.8761865,chocolate chip brioche rolls purchased,4,4
water from tap including hot water filtered water,"Water (from tap, including hot water, filtered water)",Water,1.0,water,,,,Keyword,,,,1.0
lightest spreadable butter eg lurpak sainsbury’s buttersoft light,"Lightest spreadable butter (e.g. Lurpak, Sainsbury’s Buttersoft Light)",Butter: includes half fat butter and other animal fats (e.g. lard),,,,0.6667459115823386,,SBERT,0.7998924,light spreadable butter 55 60 fat,4,4
ice lolly juicebased eg fruit pastilles,"Ice lolly, juice-based (e.g. Fruit Pastilles)","Ice cream, ice cream desserts and lollies",,,,0.5393326790138797,,SBERT,0.7307303,ice fruit,4,4
water from tap including hot water filtered water,"Water (from tap, including hot water, filtered water)",Water,1.0,water,,,,Keyword,,,,1.0
lightest spreadable butter eg lurpak sainsbury’s buttersoft light,"Lightest spreadable butter (e.g. Lurpak, Sainsbury’s Buttersoft Light)",Butter: includes half fat butter and other animal fats (e.g. lard),,,,0.6667459115823386,,SBERT,0.7998924,light spreadable butter 55 60 fat,4,4
chocolate and nut spread eg nutella,Chocolate and nut spread (e.g Nutella),"Preserves and syrups: glace cherries, honey, jam, marmalade, lemon curd, marzipan, mincemeat, chocolate spread, ice cream topping",4.0,branded sweet spread,,,,Keyword,,,,4.0
toast white bread,"Toast, white bread",White bread/rolls,,,,0.6543627705315798,,SBERT,0.9340069,bread white toasted,4,4
rice with minced mutton khasir kima et biryani,Rice with minced mutton (Khasir kima et biryani),White bread/rolls,,,,0.5623461045695318,,SBERT,0.624773,vegetable biryani pilau with rice,3,3
water from tap including hot water filtered water,"Water (from tap, including hot water, filtered water)",Water,1.0,water,,,,Keyword,,,,1.0
toast white bread,"Toast, white bread",White bread/rolls,,,,0.6543627705315798,,SBERT,0.9340069,bread white toasted,4,4
orange squash / juice with added sugar diluted,"Orange squash / juice, with ADDED SUGAR, diluted",Other cordials and squashes: excluding low calorie & reduced sugar,4.0,sweetened drink,,,,Keyword,,,,4.0
whole milk,Whole milk,"Whole milks: includes longlife whole, dried whole & any soya or goats milk",1.0,plain dairy,,,,Keyword,,,,1.0
lightest spreadable butter eg lurpak sainsbury’s buttersoft light,"Lightest spreadable butter (e.g. Lurpak, Sainsbury’s Buttersoft Light)",Butter: includes half fat butter and other animal fats (e.g. lard),,,,0.6667459115823386,,SBERT,0.7998924,light spreadable butter 55 60 fat,4,4
toast white bread,"Toast, white bread",White bread/rolls,,,,0.6543627705315798,,SBERT,0.9340069,bread white toasted,4,4
rice with minced mutton khasir kima et biryani,Rice with minced mutton (Khasir kima et biryani),White bread/rolls,,,,0.5623461045695318,,SBERT,0.624773,vegetable biryani pilau with rice,3,3
chicken curry home made,Chicken curry home made,Chicken/Turkey dishes,3.0,homemade item,,,,Keyword,,,,3.0
twin pot yoghurt with coated cereal/crumble eg muller corner,"Twin pot yoghurt, with coated cereal/crumble (e.g. Muller Corner)",Whole milk yoghurt/fromage frais,,,,0.48105595449628885,,SBERT,0.783852,yogurt full fat twinpot with cereal crumble,4,4
chocolate digestive biscuit,"Chocolate digestive, biscuit",Sweet biscuits: excludes full coated biscuits,4.0,snack item,,,,Keyword,,,,4.0
water from tap including hot water filtered water,"Water (from tap, including hot water, filtered water)",Water,1.0,water,,,,Keyword,,,,1.0
skimmed milk boiled,"Skimmed milk, boiled",Skimmed milks: includes dried and longlife skimmed,3.0,boiled or mashed,,,,Keyword,,,,3.0
apple skin eaten,"Apple, skin eaten",Fresh fruit,,,,0.5317520969272483,,SBERT,0.8465773,apples eating raw flesh skin only,4,4
croissant plain,"Croissant, plain","Other breads with >8g/100g fat: naan, chapatis (made with fat), fried papadums, croissants, fried bread",,,,0.7970581411730929,,SBERT,0.8582829,croissant,4,4
chocolate hoops cereal,Chocolate hoops cereal,"Sugar coated breakfast cereals: sugar puffs, frosties",,,,0.6635111523924302,,SBERT,0.7616351,milk chocolate candy with cereal,4,4
chapati white,"Chapati, white","Other breads <8g/100g fat: bagel, chapatis (made without fat), milk bread, grilled papadums, pitta, rye bread, soda, flour tortillas, crumpets",,,,0.8434398073340543,,SBERT,0.78145134,flour chapati white,3,3
water from tap including hot water filtered water,"Water (from tap, including hot water, filtered water)",Water,1.0,water,,,,Keyword,,,,1.0
fruit squash / juice with added sugar diluted,"Fruit squash / juice, with ADDED SUGAR, diluted",Other cordials and squashes: excluding low calorie & reduced sugar,4.0,sweetened drink,,,,Keyword,,,,4.0
tuna mayo sandwich with white/malted bread,Tuna mayo sandwich with white/malted bread,"Cereal based savouries with vegetable or meat additions: bhajis, samosas, pakora, prawn toasts, spring rolls, meat filled spring roll",,,,0.426149654369273,,SBERT,0.755583,tuna mayonnaise sandwich fillers,4,4
fruit squash / juice no added sugar diluted,"Fruit squash / juice, no added sugar, diluted",Cordials & squashes: reduced sugar or low calorie squashes,4.0,sweetened drink,,,,Keyword,,,,4.0
pain au chocolat/chocolate croissant,Pain au chocolat/chocolate croissant,"Cakes: sweet buns, sweet pastries, fruit scones and custard tart (sweet but not savoury based items)",,,4,0.9718705785327632,pain au chocolate chocolate croissant,TF-IDF,,,,4
