Descriptionen,Descriptionen_clean,NOVA_keyword,Keyword_reason,NOVA_tfidf,TFIDF_score,TFIDF_match,TFIDF_source,NOVA_sbert,SBERT_score,SBERT_match,SBERT_source,Model_disagree_flag,NOVA_disagree_flag,Decision_flag,NOVA_final,Matched_name,Final_source,Final_reason
Lamb and potato curry (Aloo gosht),lamb and potato curry (aloo gosht),,,,,,,3,0.8263484,lamb curry with potatoes and onions,NDNS,False,False,auto_accept,3,lamb curry with potatoes and onions,NDNS,SBERT matched
"Bottled mineral water, still or fizzy","bottled mineral water, still or fizzy",1.0,group: water (group),,,,,,,,,False,False,auto_accept,1.0,,keyword,group: water (group)
"Bottled mineral water, still or fizzy","bottled mineral water, still or fizzy",1.0,group: water (group),,,,,,,,,False,False,auto_accept,1.0,,keyword,group: water (group)
Fizzy fruit juice drink,fizzy fruit juice drink,,,,,,,4,0.89418864,fruit juice drink,Giulia,False,False,auto_accept,4,fruit juice drink,Giulia,SBERT matched
Sugar sweetener mix (e.g. Silver Spoon Half Spoon Sugar),sugar sweetener mix (e.g. silver spoon half spoon sugar),,,,,,,,0.77057755,sugar sweetener mixes,,False,False,auto_accept,,,,Unmatched
Fruit yoghurt,fruit yoghurt,,,,,,,4,0.8444589,wholemilk fruit yogurt yoghurt with added fibre,NDNS,False,False,auto_accept,4,wholemilk fruit yogurt yoghurt with added fibre,NDNS,SBERT matched
Flora Light spread/margarine,flora light spread/margarine,4.0,description: processed fat,,,,,,,,,False,False,auto_accept,4.0,,keyword,description: processed fat
White sugar,white sugar,,,3,1.0,sugar white,NDNS,,,,,False,False,auto_accept,3,,NDNS,TF-IDF matched
Chicken curry home made,chicken curry home made,3.0,description: homemade,,,,,,,,,False,False,auto_accept,3.0,,keyword,description: homemade
"Bagel, white","bagel, white",,,4,0.8820054710045775,bagel,Giulia,,,,,False,False,auto_accept,4,,Giulia,TF-IDF matched
Banana,banana,1.0,group: fruit (group),,,,,,,,,False,False,auto_accept,1.0,,keyword,group: fruit (group)
Semi skimmed milk,semi skimmed milk,1.0,description: plain milk,,,,,,,,,False,False,auto_accept,1.0,,keyword,description: plain milk
"Jam/conserve, berries (e.g. strawberry)","jam/conserve, berries (e.g. strawberry)",4.0,description: spread/syrup,,,,,,,,,False,False,auto_accept,4.0,,keyword,description: spread/syrup
"Butter, salted","butter, salted",3.0,group: culinary fat/oil (group),,,,,,,,,False,False,auto_accept,3.0,,keyword,group: culinary fat/oil (group)
"Semi skimmed milk, boiled","semi skimmed milk, boiled",1.0,description: plain milk,,,,,,,,,False,False,auto_accept,1.0,,keyword,description: plain milk
Weetabix / Wheat biscuits,weetabix / wheat biscuits,4.0,group: processed cereal (group),,,,,,,,,False,False,auto_accept,4.0,,keyword,group: processed cereal (group)
Fruit shoot,fruit shoot,,,4,1.0,robinsons fruit shoot nas rtd,NDNS,,,,,False,False,auto_accept,4,,NDNS,TF-IDF matched
"Bottled mineral water, still or fizzy","bottled mineral water, still or fizzy",1.0,group: water (group),,,,,,,,,False,False,auto_accept,1.0,,keyword,group: water (group)
Cucumber,cucumber,,,1,1.0,cucumber raw,NDNS,,,,,False,False,auto_accept,1,,NDNS,TF-IDF matched
"Mineral water, still or carbonated, flavoured, with artificial sweetener (e.g. Perfectly clear zero sugar","mineral water, still or carbonated, flavoured, with artificial sweetener (e.g. perfectly clear zero sugar",,,,,,,,0.7700139,mineral water carbonated flavoured no added sugar,,False,False,auto_accept,,,,Unmatched
White bread,white bread,,,4,1.0,bread white soda,NDNS,,,,,False,False,auto_accept,4,,NDNS,TF-IDF matched
"Water (from tap, including hot water, filtered water)","water (from tap, including hot water, filtered water)",1.0,description: plain water (description),,,,,,,,,False,False,auto_accept,1.0,,keyword,description: plain water (description)
Banana,banana,1.0,group: fruit (group),,,,,,,,,False,False,auto_accept,1.0,,keyword,group: fruit (group)
"Chapati, white","chapati, white",,,,,,,,0.7864219,chapati white made without fat,,False,False,auto_accept,,,,Unmatched
Chocolate chip cookie,chocolate chip cookie,,,4,1.0000000000000002,cookie chocolate chip,Giulia,,,,,False,False,auto_accept,4,,Giulia,TF-IDF matched
Potato crisps (e.g. Walkers),potato crisps (e.g. walkers),,,,,,,4,0.8364896,potato crisps in sunseed oil eg walkers sensations sainsbury and tesco standard crisps,NDNS,False,False,auto_accept,4,potato crisps in sunseed oil eg walkers sensations sainsbury and tesco standard crisps,NDNS,SBERT matched
"Bottled mineral water, still or fizzy","bottled mineral water, still or fizzy",1.0,group: water (group),,,,,,,,,False,False,auto_accept,1.0,,keyword,group: water (group)
Coca-Cola/Coke/Pepsi,coca-cola/coke/pepsi,,,,,,,,0.6232572,diet coke plus vitamins,,False,False,auto_accept,,,,Unmatched
"Hot chocolate, made with milk","hot chocolate, made with milk",,,,,,,4,0.93273085,hot chocolate made with semi skimmed milk,NDNS,False,False,auto_accept,4,hot chocolate made with semi skimmed milk,NDNS,SBERT matched
Dairy squirty/spray cream (e.g. anchor),dairy squirty/spray cream (e.g. anchor),,,,,,,,0.6759278,cream single pasteurised,,False,False,auto_accept,,,,Unmatched
Chocolate chip cookie,chocolate chip cookie,,,4,1.0000000000000002,cookie chocolate chip,Giulia,,,,,False,False,auto_accept,4,,Giulia,TF-IDF matched
"Bread roll, white (e.g. hamburger bun)","bread roll, white (e.g. hamburger bun)",,,,,,,4,0.8085592,rolls hamburger buns,NDNS,False,False,auto_accept,4,rolls hamburger buns,NDNS,SBERT matched
"Vegetarian chicken-style burger/fillet in breadcrumbs (e.g. Quorn), no bun","vegetarian chicken-style burger/fillet in breadcrumbs (e.g. quorn), no bun",,,,,,,4,0.8204388,vegetarian burger or patty meatless no bun,Giulia,False,False,auto_accept,4,vegetarian burger or patty meatless no bun,Giulia,SBERT matched
Kit Kat / Kit Kat Chunky (including supermarket own brand equivalents),kit kat / kit kat chunky (including supermarket own brand equivalents),,,,,,,,0.73835623,kit kat,,False,False,auto_accept,,,,Unmatched
"Mango juice drink, ready to drink (e.g. Frooti)","mango juice drink, ready to drink (e.g. frooti)",,,,,,,,0.79248005,mango juice fresh,,False,False,auto_accept,,,,Unmatched
"Bottled mineral water, still or fizzy","bottled mineral water, still or fizzy",1.0,group: water (group),,,,,,,,,False,False,auto_accept,1.0,,keyword,group: water (group)
Clover spread/margarine,clover spread/margarine,4.0,description: processed fat,,,,,,,,,False,False,auto_accept,4.0,,keyword,description: processed fat
"Lamb bhuna, curry","lamb bhuna, curry",,,4,0.891348812667462,lamb bhuna purchased,NDNS,,,,,False,False,auto_accept,4,,NDNS,TF-IDF matched
White sugar,white sugar,,,3,1.0,sugar white,NDNS,,,,,False,False,auto_accept,3,,NDNS,TF-IDF matched
Potato crisps (e.g. Walkers),potato crisps (e.g. walkers),,,,,,,4,0.8364896,potato crisps in sunseed oil eg walkers sensations sainsbury and tesco standard crisps,NDNS,False,False,auto_accept,4,potato crisps in sunseed oil eg walkers sensations sainsbury and tesco standard crisps,NDNS,SBERT matched
"Hot chocolate, made with milk","hot chocolate, made with milk",,,,,,,4,0.93273085,hot chocolate made with semi skimmed milk,NDNS,False,False,auto_accept,4,hot chocolate made with semi skimmed milk,NDNS,SBERT matched
"Orange juice, 100% fruit (e.g. Tropicana)","orange juice, 100% fruit (e.g. tropicana)",,,,,,,,0.7882722,fruit juice drink,,False,False,auto_accept,,,,Unmatched
"Bottled mineral water, still or fizzy","bottled mineral water, still or fizzy",1.0,group: water (group),,,,,,,,,False,False,auto_accept,1.0,,keyword,group: water (group)
Coca-Cola/Coke/Pepsi,coca-cola/coke/pepsi,,,,,,,,0.6232572,diet coke plus vitamins,,False,False,auto_accept,,,,Unmatched
Potato crisps (e.g. Walkers),potato crisps (e.g. walkers),,,,,,,4,0.8364896,potato crisps in sunseed oil eg walkers sensations sainsbury and tesco standard crisps,NDNS,False,False,auto_accept,4,potato crisps in sunseed oil eg walkers sensations sainsbury and tesco standard crisps,NDNS,SBERT matched
"Melon, watermelon","melon, watermelon",1.0,group: fruit (group),,,,,,,,,False,False,auto_accept,1.0,,keyword,group: fruit (group)
"Bottled mineral water, still or fizzy","bottled mineral water, still or fizzy",1.0,group: water (group),,,,,,,,,False,False,auto_accept,1.0,,keyword,group: water (group)
Kinder chocolate bar,kinder chocolate bar,,,,,,,4,0.805956,milk chocolate bar,NDNS,False,False,auto_accept,4,milk chocolate bar,NDNS,SBERT matched
"Chapati, white","chapati, white",,,,,,,,0.7864219,chapati white made without fat,,False,False,auto_accept,,,,Unmatched
Banana,banana,1.0,group: fruit (group),,,,,,,,,False,False,auto_accept,1.0,,keyword,group: fruit (group)
Cucumber,cucumber,,,1,1.0,cucumber raw,NDNS,,,,,False,False,auto_accept,1,,NDNS,TF-IDF matched
Chocolate chip cookie,chocolate chip cookie,,,4,1.0000000000000002,cookie chocolate chip,Giulia,,,,,False,False,auto_accept,4,,Giulia,TF-IDF matched
Whole milk,whole milk,1.0,description: plain milk,,,,,,,,,False,False,auto_accept,1.0,,keyword,description: plain milk
Kellogg's Cornflakes,kellogg's cornflakes,4.0,group: processed cereal (group),,,,,,,,,False,False,auto_accept,4.0,,keyword,group: processed cereal (group)
"Water (from tap, including hot water, filtered water)","water (from tap, including hot water, filtered water)",1.0,description: plain water (description),,,,,,,,,False,False,auto_accept,1.0,,keyword,description: plain water (description)
"Lightest spreadable butter (e.g. Lurpak, Sainsbury’s Buttersoft Light)","lightest spreadable butter (e.g. lurpak, sainsbury’s buttersoft light)",3.0,group: culinary fat/oil (group),,,,,,,,,False,False,auto_accept,3.0,,keyword,group: culinary fat/oil (group)
"Apple, skin eaten","apple, skin eaten",1.0,group: fruit (group),,,,,,,,,False,False,auto_accept,1.0,,keyword,group: fruit (group)
"Toast, white bread","toast, white bread",,,,,,,4,0.96383166,bread white toasted,NDNS,False,False,auto_accept,4,bread white toasted,NDNS,SBERT matched
"Bacon, unsmoked, fried (including fat)","bacon, unsmoked, fried (including fat)",,,,,,,3,0.8240435,bacon rashers streaky fried lean and fat,NDNS,False,False,auto_accept,3,bacon rashers streaky fried lean and fat,NDNS,SBERT matched
"Water (from tap, including hot water, filtered water)","water (from tap, including hot water, filtered water)",1.0,description: plain water (description),,,,,,,,,False,False,auto_accept,1.0,,keyword,description: plain water (description)
"Blackcurrant juice drink, ready to drink","blackcurrant juice drink, ready to drink",,,,,,,4,0.88623655,high juice drink conc fortified blackcurrant,NDNS,False,False,auto_accept,4,high juice drink conc fortified blackcurrant,NDNS,SBERT matched
Chocolate and nut spread (e.g Nutella),chocolate and nut spread (e.g nutella),4.0,group: preserves (group),,,,,,,,,False,False,auto_accept,4.0,,keyword,group: preserves (group)
"Chicken portion, fried","chicken portion, fried",,,,,,,,0.79900074,rice fried with chicken,,False,False,auto_accept,,,,Unmatched
"Mineral water, still or carbonated, flavoured, with artificial sweetener (e.g. Perfectly clear zero sugar","mineral water, still or carbonated, flavoured, with artificial sweetener (e.g. perfectly clear zero sugar",,,,,,,,0.7700139,mineral water carbonated flavoured no added sugar,,False,False,auto_accept,,,,Unmatched
"Ring doughnut, with icing","ring doughnut, with icing",,,,,,,4,0.8277133,doughnut custard filled with icing,Giulia,False,False,auto_accept,4,doughnut custard filled with icing,Giulia,SBERT matched
Tomato based sauce,tomato based sauce,,,3,0.9453326109994742,venison deer with tomato based sauce mixture,Giulia,,,,,False,False,auto_accept,3,,Giulia,TF-IDF matched
"Blackcurrant juice drink, ready to drink","blackcurrant juice drink, ready to drink",,,,,,,4,0.88623655,high juice drink conc fortified blackcurrant,NDNS,False,False,auto_accept,4,high juice drink conc fortified blackcurrant,NDNS,SBERT matched
"Water (from tap, including hot water, filtered water)","water (from tap, including hot water, filtered water)",1.0,description: plain water (description),,,,,,,,,False,False,auto_accept,1.0,,keyword,description: plain water (description)
"Spaghetti/tagliatelle (pasta), white or tricolore","spaghetti/tagliatelle (pasta), white or tricolore",,,,,,,,0.76597524,pasta spaghetti dried white,,False,False,auto_accept,,,,Unmatched
"Toast, white bread","toast, white bread",,,,,,,4,0.96383166,bread white toasted,NDNS,False,False,auto_accept,4,bread white toasted,NDNS,SBERT matched
Haribo (sweets),haribo (sweets),4.0,description: sweet snack,,,,,,,,,False,False,auto_accept,4.0,,keyword,description: sweet snack
"Water (from tap, including hot water, filtered water)","water (from tap, including hot water, filtered water)",1.0,description: plain water (description),,,,,,,,,False,False,auto_accept,1.0,,keyword,description: plain water (description)
"Greek-style yoghurt, whole milk, fruit","greek-style yoghurt, whole milk, fruit",1.0,description: plain milk,,,,,,,,,False,False,auto_accept,1.0,,keyword,description: plain milk
"Butter, unsalted","butter, unsalted",3.0,group: culinary fat/oil (group),,,,,,,,,False,False,auto_accept,3.0,,keyword,group: culinary fat/oil (group)
Whipped cream,whipped cream,,,4,1.0,cream heavy whipped sweetened,Giulia,,,,,False,False,auto_accept,4,,Giulia,TF-IDF matched
Tomato based sauce,tomato based sauce,,,3,0.9453326109994742,venison deer with tomato based sauce mixture,Giulia,,,,,False,False,auto_accept,3,,Giulia,TF-IDF matched
"Water (from tap, including hot water, filtered water)","water (from tap, including hot water, filtered water)",1.0,description: plain water (description),,,,,,,,,False,False,auto_accept,1.0,,keyword,description: plain water (description)
Pom Bears (crisps),pom bears (crisps),,,,,,,,0.49963927,bear cooked,,False,False,auto_accept,,,,Unmatched
"Water (from tap, including hot water, filtered water)","water (from tap, including hot water, filtered water)",1.0,description: plain water (description),,,,,,,,,False,False,auto_accept,1.0,,keyword,description: plain water (description)
"Lightest spreadable butter (e.g. Lurpak, Sainsbury’s Buttersoft Light)","lightest spreadable butter (e.g. lurpak, sainsbury’s buttersoft light)",3.0,group: culinary fat/oil (group),,,,,,,,,False,False,auto_accept,3.0,,keyword,group: culinary fat/oil (group)
"Water (from tap, including hot water, filtered water)","water (from tap, including hot water, filtered water)",1.0,description: plain water (description),,,,,,,,,False,False,auto_accept,1.0,,keyword,description: plain water (description)
"Rice cake, sweet, with or without chocolate","rice cake, sweet, with or without chocolate",,,,,,,1,0.8345889,puffed rice cake without salt,Giulia,False,False,auto_accept,1,puffed rice cake without salt,Giulia,SBERT matched
"Chicken portion, fried","chicken portion, fried",,,,,,,,0.79900074,rice fried with chicken,,False,False,auto_accept,,,,Unmatched
"Toast, white bread","toast, white bread",,,,,,,4,0.96383166,bread white toasted,NDNS,False,False,auto_accept,4,bread white toasted,NDNS,SBERT matched
Chocolate spread,chocolate spread,4.0,description: spread/syrup,,,,,,,,,False,False,auto_accept,4.0,,keyword,description: spread/syrup
"Spaghetti bolognese, home made (pasta and sauce)","spaghetti bolognese, home made (pasta and sauce)",3.0,description: homemade,,,,,,,,,False,False,auto_accept,3.0,,keyword,description: homemade
"Short, sweet biscuit (e.g. nice, malted milk)","short, sweet biscuit (e.g. nice, malted milk)",,,,,,,4,0.8439393,semi sweet biscuit,NDNS,False,False,auto_accept,4,semi sweet biscuit,NDNS,SBERT matched
