Descriptionen,Failure_reason
"Apple and blackcurrant squash, no added sugar, diluted",No match found
"Apple and blackcurrant squash, no added sugar, diluted",No match found
"Apple and blackcurrant squash, no added sugar, diluted",No match found
"Apple and blackcurrant squash / juice, with ADDED SUGAR, diluted",No match found
"Apple and blackcurrant squash, no added sugar, diluted",No match found
Cheese and tomato pizza (e.g. Margherita),No match found
Malt loaf (e.g. Soreen),No match found
"Apple and blackcurrant squash, no added sugar, diluted",No match found
Wafer sandwich biscuit (e.g. pink wafer biscuit),No match found
"Apple and blackcurrant squash / juice, with ADDED SUGAR, diluted",No match found
"Coco Pops/Snaps, supermarket brands",No match found
"Orange squash / juice, with ADDED SUGAR, diluted",No match found
Cheese and tomato pizza (e.g. Margherita),No match found
Ice lolly,No match found
"Orange squash, high juice, no added sugar, diluted",No match found
Ice lolly,No match found
"Chicken kebab, roll or wrap, made with chickpea flour",No match found
Cheese and tomato pizza (e.g. Margherita),No match found
Ice lolly,No match found
"Chips, french fries/fine cut, fried (from frozen)",No match found
"Orange squash, no added sugar, diluted",No match found
Mayonnaise (e.g. Hellmans),No match found
"Orange squash, no added sugar, diluted",No match found
"Sweetcorn / sweet corn, cooked",No match found
"Chicken pie, gravy based, slice from a large pie",No match found
Mini cheddars,No match found
"Chicken goujon/nugget/dipper, in breadcrumb or batter",No match found
Dairylea Dunkers (includes cheese dip and dunker (e.g. breadsticks),No match found
"Sweetcorn / sweet corn, cooked",No match found
Corn on the cob (sweetcorn),No match found
Cheesy mash,No match found
"Ring doughnut, without icing",No match found
Kinder Bueno,No match found
Processed cheese slices (e.g. individually wrapped for melting on burgers),No match found
Pom Bears (crisps),No match found
"Yorkshire pudding, shop-bought (e.g. Aunt Bessie)",No match found
Cheese salad sub roll/baguette,No match found
"Sri Lankan egg roti/paratha, made with white chapati flour, soaked in oil, with egg",No match found
"Wrap/tortilla, white",No match found
"Ice lolly, juice-based (e.g. Fruit Pastilles)",No match found
Cheese and tomato pizza (e.g. Margherita),No match found
Cheese and tomato pizza (e.g. Margherita),No match found
Ice lolly,No match found
"Wrap/tortilla, white",No match found
"Chicken goujon/nugget/dipper, in breadcrumb or batter",No match found
Chocolate mini roll,No match found
Chocolate mini roll,No match found
"Coco Pops/Snaps, supermarket brands",No match found
Chocolate mini roll,No match found
"Chips, french fries/fine cut, fried (from frozen)",No match found
"Fruit squash / juice, with ADDED SUGAR, diluted",No match found
Cheese and tomato pizza (e.g. Margherita),No match found
Tuna mayo sandwich with white/malted bread,No match found
"Fruit squash / juice, with ADDED SUGAR, diluted",No match found
Tuna mayo sandwich with white/malted bread,No match found
"Fruit squash / juice, with ADDED SUGAR, diluted",No match found
"Blackcurrant squash / juice, with ADDED SUGAR, diluted",No match found
"Ribena squash / juice, diluted, with ADDED SUGAR",No match found
"Pasta shapes, wholemeal",No match found
"Chips, french fries/fine cut, fried (from frozen)",No match found
Twix (chocolate & caramel biscuit fingers),No match found
"Fruit squash / juice, with ADDED SUGAR, diluted",No match found
"Orange squash, no added sugar, diluted",No match found
"Orange squash, no added sugar, diluted",No match found
"Orange juice, 100% fruit (e.g. Tropicana)",No match found
Cheese and tomato pizza (e.g. Margherita),No match found
"Blackcurrant squash / juice, with ADDED SUGAR, diluted",No match found
"Orange juice, 100% fruit (e.g. Tropicana)",No match found
"Orange juice, 100% fruit (e.g. Tropicana)",No match found
"Orange juice, 100% fruit (e.g. Tropicana)",No match found
"Orange juice, 100% fruit (e.g. Tropicana)",No match found
"Vimto, still",No match found
"Sweetcorn / sweet corn, cooked",No match found
"Vimto, still",No match found
Lemonade (including cloudy varieties),No match found
"Vimto, still",No match found
Cheese and tomato pizza (e.g. Margherita),No match found
Coca-Cola/Coke/Pepsi,No match found
"Orange juice, 100% fruit (e.g. Tropicana)",No match found
Malt loaf (e.g. Soreen),No match found
Tuna mayo sandwich with white/malted bread,No match found
"Curry sauce (Chip shop style, Heinz, Bisto etc)",No match found
Coca-Cola/Coke/Pepsi,No match found
"Orange squash, no added sugar, diluted",No match found
"Flavoured water, still or fizzy (with added sugar) (e.g. Volvic a touch of fruit)",No match found
"Sweetcorn / sweet corn, canned",No match found
"Flavoured water, still or fizzy (with added sugar) (e.g. Volvic a touch of fruit)",No match found
Dairylea Dunkers (includes cheese dip and dunker (e.g. breadsticks),No match found
"Flavoured water, still or fizzy (with added sugar) (e.g. Volvic a touch of fruit)",No match found
"Flavoured water, still or fizzy (with added sugar) (e.g. Volvic a touch of fruit)",No match found
"Sweetcorn / sweet corn, canned",No match found
Houmous/hummus,No match found
Cheese and tomato pizza (e.g. Margherita),No match found
"Honey hoops cereal (cheerios), supermarket brands",No match found
Yoghurt coated biscuit bar (e.g. Go Ahead Yoghurt break),No match found
Red berry fruit smoothie,No match found
Yoghurt coated biscuit bar (e.g. Go Ahead Yoghurt break),No match found
Pom Bears (crisps),No match found
"Multigrain hoops (cheerios), supermarket brands",No match found
Red berry fruit smoothie,No match found
"Vegetarian meat-style sausage (e.g. Linda McCartney), not Quorn",No match found
"Ice lolly, juice-based (e.g. Fruit Pastilles)",No match found
"Multigrain hoops (cheerios), supermarket brands",No match found
Red berry fruit smoothie,No match found
Pom Bears (crisps),No match found
"Multigrain hoops (cheerios), supermarket brands",No match found
Red berry fruit smoothie,No match found
"Diet Coca-Cola, e.g. Coke Zero, Pepsi Max",No match found
"Diet Coca-Cola, e.g. Coke Zero, Pepsi Max",No match found
Cheesy mash,No match found
"Diet Coca-Cola, e.g. Coke Zero, Pepsi Max",No match found
"Diet Coca-Cola, e.g. Coke Zero, Pepsi Max",No match found
"Meat pizza (e.g. Hawaiian, pepperoni, meat feast)",No match found
Cadbury Dairy Milk Caramel Chocolate,No match found
"Diet Coca-Cola, e.g. Coke Zero, Pepsi Max",No match found
"Meat pizza (e.g. Hawaiian, pepperoni, meat feast)",No match found
"Chicken goujon/nugget/dipper, in breadcrumb or batter",No match found
Milk Chocolate shapes (e.g mice/coins),No match found
"Soft cheese, reduced fat (e.g. Philadelphia Light/Extra Light)",No match found
"Honey hoops cereal (cheerios), supermarket brands",No match found
"Blackcurrant squash / juice, no added sugar, diluted",No match found
"Apple and blackcurrant squash, no added sugar, diluted",No match found
"Apple and blackcurrant squash, no added sugar, diluted",No match found
Utterly Butterly,No match found
Cheese and tomato pizza (e.g. Margherita),No match found
Chicken/turkey kebab,No match found
"50/50 bread (e.g. Kingsmill, Warburtons)",No match found
Cheese and tomato pizza (e.g. Margherita),No match found
"Flavoured water, still or fizzy (with added sugar) (e.g. Volvic a touch of fruit)",No match found
Cake slice with chocolate chip,No match found
"Omelette, plain",No match found
"Chicken goujon/nugget/dipper, in breadcrumb or batter",No match found
Solero,No match found
Decaf tea,No match found
"Chicken and vegetable roll or wrap, made with chickpea flour (Shawarma)",No match found
Cheese and tomato pizza (e.g. Margherita),No match found
"Paratha, white",No match found
"Orange juice, 100% fruit (e.g. Tropicana)",No match found
Ice lolly,No match found
Robinson's fruit shoot juiced,No match found
"Orange juice, 100% fruit (e.g. Tropicana)",No match found
Lentil dahl/ curry (Masar daal gravy),No match found
"Mineral water, still or carbonated, flavoured, with artificial sweetener (e.g. Perfectly clear zero sugar",No match found
"Chapati, wholemeal (brown)",No match found
Rice and lentil porridge (Khichdi),No match found
"Bread, made with white chapati flour, deep fried (Puri/ Poori)",No match found
Digestive biscuit,No match found
Tomato gravy/ curry,No match found
"Mineral water, still or carbonated, flavoured, with artificial sweetener (e.g. Perfectly clear zero sugar",No match found
Digestive biscuit,No match found
Cheese and tomato pizza (e.g. Margherita),No match found
"Chips, french fries/fine cut, fried (from frozen)",No match found
"Beef korma, curry",No match found
"Sweetcorn / sweet corn, cooked",No match found
"Honey hoops cereal (cheerios), supermarket brands",No match found
Kit Kat / Kit Kat Chunky (including supermarket own brand equivalents),No match found
"Sandwich thins, wholemeal (brown)",No match found
"Oreos, including supermarket brands",No match found
Kit Kat / Kit Kat Chunky (including supermarket own brand equivalents),No match found
"Sandwich thins, 50:50 bread",No match found
"Chicken goujon/nugget/dipper, in breadcrumb or batter",No match found
"Broccoli, steamed/microwaved",No match found
"Sweetcorn / sweet corn, cooked",No match found
Kit Kat / Kit Kat Chunky (including supermarket own brand equivalents),No match found
"Sandwich thins, wholemeal (brown)",No match found
Kit Kat / Kit Kat Chunky (including supermarket own brand equivalents),No match found
"Sandwich thins, wholemeal (brown)",No match found
"Broccoli, steamed/microwaved",No match found
"Chicken goujon/nugget/dipper, in breadcrumb or batter",No match found
"Sweetcorn / sweet corn, cooked",No match found
"Fruit squash / juice, with ADDED SUGAR, diluted",No match found
Cheese and tomato pizza (e.g. Margherita),No match found
Robinson's fruit shoot juiced,No match found
McDonald's McChicken sandwich,No match found
Lentils,No match found
"Mixed fruit juice, 100% fruit (e.g. Tropicana)",No match found
Cheesy mash,No match found
Processed cheese slices (e.g. individually wrapped for melting on burgers),No match found
Irn bru,No match found
"Chapati, white",No match found
Lamb and spinach curry (Palak gosht),No match found
Magnum classic or white,No match found
Egg mayo sandwich with wholemeal/oatmeal bread,No match found
"Yorkshire pudding, shop-bought (e.g. Aunt Bessie)",No match found
"50/50 bread (e.g. Kingsmill, Warburtons)",No match found
"Chips, french fries/fine cut, fried (from frozen)",No match found
"Chicken goujon/nugget/dipper, in breadcrumb or batter",No match found
"Meat pizza (e.g. Hawaiian, pepperoni, meat feast)",No match found
Ice lolly,No match found
"Blackcurrant squash / juice, with ADDED SUGAR, diluted",No match found
"Apple and blackcurrant squash / juice, with ADDED SUGAR, diluted",No match found
Red berry fruit smoothie,No match found
Malt loaf (e.g. Soreen),No match found
Light mayonnaise (e.g. Hellmans light),No match found
Pom Bears (crisps),No match found
"Flavoured water, still or fizzy (with added sugar) (e.g. Volvic a touch of fruit)",No match found
"Coco Pops/Snaps, supermarket brands",No match found
"Fruit squash / juice, with ADDED SUGAR, diluted",No match found
"Orange juice, 100% fruit (e.g. Tropicana)",No match found
Cheese and tomato pizza (e.g. Margherita),No match found
"Chocolates filled, soft centres/caramel (e.g. Roses or Quality Street)",No match found
"Orange squash, no added sugar, diluted",No match found
"Sweetcorn / sweet corn, canned",No match found
"Apple and blackcurrant squash, no added sugar, diluted",No match found
"Blackcurrant squash / juice, no added sugar, diluted",No match found
Cheese and tomato pizza (e.g. Margherita),No match found
Tuna mayo sandwich with white/malted bread,No match found
"Oreos, including supermarket brands",No match found
Cheese and tomato pizza (e.g. Margherita),No match found
"Blackcurrant squash / juice, no added sugar, diluted",No match found
Babybel cheese,No match found
"Blackcurrant squash / juice, no added sugar, diluted",No match found
Mini cheddars,No match found
"Orange squash, high juice, no added sugar, diluted",No match found
"Orange squash, no added sugar, diluted",No match found
"Orange squash, no added sugar, diluted",No match found
"Blackcurrant squash / juice, no added sugar, diluted",No match found
"Blackcurrant squash / juice, no added sugar, diluted",No match found
Babybel cheese,No match found
Mini cheddars,No match found
"Orange squash, high juice, no added sugar, diluted",No match found
"Orange squash, no added sugar, diluted",No match found
